,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
280,Mohamed Elneny,Arsenal,8.0,383.0,0,0,2.37,1.88,0.11,0.05,0.16
281,Wayne Hennessey,Crystal Palace,18.0,1576.0,0,0,1.17,1.17,0.0,0.0,0.0
282,Scott Dann,Crystal Palace,10.0,658.0,0,1,0.64,0.64,0.03,0.16,0.19
283,Pape Souaré,Crystal Palace,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
284,Jason Puncheon,"Crystal Palace, Huddersfield",11.0,389.0,0,0,1.36,0.31,0.14,0.2,0.34
285,Connor Wickham,Crystal Palace,6.0,56.0,0,1,0.66,0.14,0.55,0.63,1.18
286,Bakary Sako,Crystal Palace,4.0,19.0,0,0,0.0,0.0,0.0,0.0,0.0
287,Julian Speroni,Crystal Palace,1.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0
288,Adrian Mariappa,Watford,26.0,1921.0,0,0,3.52,3.41,0.06,0.03,0.1
289,Martin Kelly,Crystal Palace,13.0,1109.0,0,0,0.7,0.68,0.06,0.0,0.06
290,Cheikhou Kouyaté,Crystal Palace,31.0,1900.0,0,2,4.05,2.87,0.08,0.04,0.12
291,Aaron Cresswell,West Ham,20.0,1586.0,0,1,2.04,1.58,0.02,0.05,0.08
292,Andy Carroll,West Ham,12.0,438.0,0,0,2.81,1.07,0.41,0.06,0.46
293,Victor Moses,Chelsea,2.0,24.0,0,0,0.11,0.0,0.0,0.4,0.4
294,Pedro Obiang,West Ham,24.0,1112.0,0,1,4.14,3.12,0.05,0.09,0.14
295,David de Gea,Manchester United,38.0,3420.0,0,0,3.33,3.33,0.0,0.0,0.0
296,Timothy Fosu-Mensah,Fulham,12.0,797.0,0,0,2.7,2.28,0.01,0.04,0.05
297,Marcos Rojo,Manchester United,5.0,208.0,0,0,0.74,0.71,0.1,0.0,0.1
298,Morgan Schneiderlin,Everton,14.0,831.0,0,1,1.98,1.75,0.01,0.09,0.1
299,Matteo Darmian,Manchester United,6.0,447.0,0,0,0.58,0.53,0.01,0.01,0.02
