,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
279,Jon Flanagan,Liverpool,5.0,422.0,0,1,1.51,1.37,0.0,0.03,0.03
280,Petr Cech,Arsenal,34.0,3060.0,0,0,4.27,4.23,0.0,0.0,0.0
281,Nacho Monreal,Arsenal,37.0,3247.0,0,3,17.69,15.25,0.03,0.08,0.11
282,Mohamed Elneny,Arsenal,11.0,799.0,0,1,6.72,5.92,0.15,0.03,0.18
283,Francis Coquelin,Arsenal,26.0,1652.0,0,0,10.67,10.34,0.01,0.02,0.03
284,David Ospina,Arsenal,4.0,360.0,0,0,0.04,0.04,0.0,0.0,0.0
285,Per Mertesacker,Arsenal,24.0,2050.0,0,0,6.38,6.38,0.06,0.02,0.07
286,Calum Chambers,Arsenal,12.0,299.0,0,0,1.22,0.99,0.04,0.06,0.1
287,Wayne Hennessey,Crystal Palace,29.0,2610.0,0,0,0.63,0.63,0.0,0.0,0.0
288,Pape Souaré,Crystal Palace,34.0,3017.0,0,1,8.01,6.12,0.01,0.08,0.08
289,Mile Jedinak,Crystal Palace,27.0,1511.0,0,0,4.38,3.8,0.06,0.05,0.11
290,Julian Speroni,Crystal Palace,2.0,180.0,0,0,0.1,0.1,0.0,0.0,0.0
291,Adrian Mariappa,Crystal Palace,3.0,256.0,0,0,0.06,0.06,0.0,0.0,0.0
292,Martin Kelly,Crystal Palace,13.0,1039.0,0,0,0.59,0.55,0.0,0.01,0.01
293,Adrián,West Ham,32.0,2880.0,0,0,2.94,2.94,0.0,0.0,0.0
294,Angelo Ogbonna,West Ham,28.0,2326.0,0,0,2.47,2.33,0.01,0.0,0.02
295,James Tomkins,West Ham,25.0,1979.0,0,0,4.47,2.76,0.02,0.07,0.09
296,Emmanuel Emenike,West Ham,13.0,499.0,0,0,1.91,0.35,0.26,0.06,0.32
297,Darren Randolph,West Ham,6.0,540.0,0,0,0.49,0.49,0.01,0.0,0.01
298,Pedro Obiang,West Ham,24.0,1069.0,0,1,1.81,1.59,0.02,0.07,0.09
299,Reece Oxford,West Ham,7.0,206.0,0,0,0.02,0.02,0.05,0.0,0.05
