,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
279,Nacho Monreal,Arsenal,3.0,270.0,0,0,0.67,0.58,0.01,0.15,0.17
280,Wayne Hennessey,Crystal Palace,3.0,270.0,0,0,0.11,0.11,0.0,0.0,0.0
281,Joel Ward,Crystal Palace,29.0,2383.0,0,0,2.55,2.21,0.01,0.01,0.02
282,Scott Dann,Crystal Palace,16.0,1263.0,0,1,1.34,1.24,0.03,0.03,0.06
283,Adrian Mariappa,Watford,20.0,1503.0,0,0,2.85,2.56,0.01,0.01,0.02
284,Martin Kelly,Crystal Palace,19.0,1554.0,0,1,2.38,2.18,0.0,0.05,0.05
285,Adrián,Liverpool,11.0,873.0,0,0,2.57,2.57,0.0,0.0,0.0
286,Manuel Lanzini,West Ham,24.0,1372.0,0,2,5.77,3.43,0.14,0.14,0.28
287,Andy Carroll,Newcastle United,19.0,582.0,0,4,2.19,1.05,0.23,0.14,0.37
288,Darren Randolph,West Ham,2.0,180.0,0,0,0.0,0.0,0.0,0.0,0.0
289,David de Gea,Manchester United,38.0,3420.0,0,0,4.7,4.7,0.0,0.0,0.0
290,Timothy Fosu-Mensah,Manchester United,3.0,139.0,0,0,0.6,0.48,0.06,0.08,0.14
291,Marcos Rojo,Manchester United,3.0,119.0,0,0,0.03,0.03,0.1,0.0,0.1
292,Morgan Schneiderlin,Everton,15.0,1014.0,0,0,3.29,3.03,0.03,0.01,0.04
293,Juan Mata,Manchester United,19.0,740.0,0,2,4.75,3.06,0.15,0.26,0.4
294,Sebastian Prödl,Watford,1.0,57.0,0,0,0.0,0.0,0.09,0.0,0.09
295,José Holebas,Watford,14.0,1019.0,0,0,2.61,2.24,0.02,0.05,0.07
296,Etienne Capoue,Watford,30.0,2643.0,0,3,8.07,6.26,0.02,0.09,0.11
297,Odion Ighalo,Manchester United,11.0,69.0,0,0,2.62,0.08,3.2,0.11,3.32
298,Craig Cathcart,Watford,29.0,2490.0,0,0,2.23,2.2,0.01,0.0,0.01
299,Seamus Coleman,Everton,27.0,1847.0,0,1,6.01,4.16,0.04,0.07,0.12
