,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
278,Gareth Barry,Everton,33.0,2832.0,0,2,7.33,6.38,0.04,0.05,0.1
279,Bryan Oviedo,Everton,6.0,306.0,0,0,0.12,0.08,0.02,0.16,0.18
280,Tim Howard,Everton,32.0,2845.0,0,0,2.1,2.08,0.0,0.0,0.0
281,Dejan Lovren,Liverpool,26.0,2032.0,0,0,4.95,4.79,0.04,0.0,0.04
282,Joe Hart,Manchester City,36.0,3240.0,0,0,4.49,4.49,0.0,0.0,0.0
283,Vincent Kompany,Manchester City,25.0,2035.0,0,0,8.87,8.62,0.01,0.04,0.05
284,Jesús Navas,Manchester City,35.0,2237.0,0,8,20.14,11.62,0.15,0.35,0.49
285,Willy Caballero,Manchester City,2.0,180.0,0,0,0.2,0.2,0.0,0.0,0.0
286,Bacary Sagna,Manchester City,9.0,736.0,0,0,3.73,3.34,0.0,0.09,0.1
287,Eliaquim Mangala,Manchester City,25.0,2188.0,0,2,7.14,7.03,0.04,0.04,0.08
288,Antonio Valencia,Manchester United,32.0,2588.0,0,2,10.77,9.07,0.01,0.08,0.08
289,Jordon Mutch,"Crystal Palace, Queens Park Rangers",16.0,850.0,0,1,1.88,0.96,0.1,0.09,0.19
290,Alex McCarthy,Queens Park Rangers,3.0,237.0,0,0,0.56,0.56,0.0,0.0,0.0
291,Hugo Lloris,Tottenham,35.0,3063.0,0,0,3.14,3.14,0.0,0.0,0.0
292,Kyle Walker,Tottenham,15.0,1309.0,0,0,3.93,3.53,0.01,0.06,0.07
293,Jan Vertonghen,Tottenham,32.0,2807.0,0,0,5.43,5.41,0.02,0.0,0.02
294,Michel Vorm,Tottenham,4.0,357.0,0,0,0.71,0.68,0.0,0.01,0.01
295,Kieran Trippier,Burnley,38.0,3418.0,0,4,8.65,5.9,0.01,0.18,0.19
296,Tom Carroll,Swansea,13.0,694.0,0,0,2.98,2.72,0.02,0.08,0.11
297,James Collins,West Ham,27.0,1870.0,0,0,4.84,3.98,0.05,0.01,0.06
298,Alexandre Song,West Ham,28.0,2258.0,0,3,9.31,7.03,0.03,0.09,0.12
299,Ben Davies,Tottenham,14.0,879.0,0,1,3.34,3.06,0.0,0.04,0.04
