,Player,Team,Apps,Min,G,A,xGChain,xGBuildup,xG90,xA90,xG90 + xA90
276,Mamadou Sakho,Crystal Palace,4.0,274.0,0,0,0.51,0.51,0.01,0.0,0.01
277,James Milner,Liverpool,26.0,1037.0,0,1,5.69,4.89,0.03,0.07,0.1
278,Calum Chambers,Arsenal,10.0,750.0,0,2,3.84,2.81,0.04,0.13,0.17
279,Joel Ward,Crystal Palace,26.0,2252.0,0,1,3.12,2.89,0.0,0.02,0.02
280,Martin Kelly,Crystal Palace,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
281,Adrián,Liverpool,3.0,270.0,0,0,0.4,0.4,0.0,0.0,0.0
282,James Tomkins,Crystal Palace,8.0,553.0,0,0,0.28,0.28,0.02,0.02,0.04
283,Mark Noble,West Ham,21.0,702.0,0,0,0.78,0.72,0.01,0.02,0.03
284,Aaron Cresswell,West Ham,36.0,3176.0,0,8,10.62,8.39,0.03,0.21,0.23
285,Darren Randolph,West Ham,3.0,270.0,0,0,0.28,0.28,0.0,0.0,0.0
286,Kieran Gibbs,West Bromwich Albion,10.0,808.0,0,0,0.89,0.81,0.01,0.05,0.05
287,David de Gea,Manchester United,26.0,2298.0,0,0,2.11,2.11,0.0,0.0,0.0
288,Timothy Fosu-Mensah,Manchester United,1.0,85.0,0,0,0.4,0.36,0.02,0.32,0.34
289,Odion Ighalo,Manchester United,1.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0
290,Seamus Coleman,Everton,25.0,1612.0,0,3,5.5,4.08,0.05,0.08,0.13
291,Phil Jagielka,Sheffield United,10.0,526.0,0,0,0.91,0.91,0.0,0.0,0.0
292,James McCarthy,Crystal Palace,16.0,834.0,0,0,1.2,1.03,0.0,0.03,0.03
293,Nathaniel Clyne,Crystal Palace,13.0,1151.0,0,1,1.9,1.73,0.01,0.02,0.03
294,Fernandinho,Manchester City,21.0,1170.0,0,2,8.78,7.83,0.06,0.12,0.18
295,Willy Caballero,Chelsea,1.0,90.0,0,0,0.14,0.14,0.0,0.0,0.0
296,James McArthur,Crystal Palace,18.0,1482.0,0,2,3.25,2.26,0.02,0.09,0.11
297,Alex McCarthy,Southampton,30.0,2700.0,0,0,2.76,2.76,0.0,0.0,0.0
298,Hugo Lloris,Tottenham,38.0,3420.0,0,0,4.8,4.8,0.0,0.0,0.0
299,Eric Dier,Tottenham,28.0,2520.0,0,0,5.72,5.7,0.04,0.01,0.05
